label,path,status,sha256
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_1000.jpg,ok,240efb2ede78d900f7f61ba87c27f42580d35812e489d71e1db697f40d1f562a
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_901.jpg,ok,52e804860db9b9956a3809147e52991a40f6c28589d088b00e3fc63ac2f315da
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_902.jpg,ok,dcd86b84f155f230be6552dfc4208ab9c78879178ae4dfec4487a48fb2d3b2b3
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_903.jpg,ok,e8c93eeafdbadd7869d027fa488a9a816c238b844e5d8bd3807aaa157bd84995
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_904.jpg,ok,75b92f61ee347de0bd81488ead2baf2a5054312ae59f9f40acd1f9932b260e3e
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_905.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_906.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_907.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_908.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_909.jpg,ok,77d7e0d5604fc2a0da88dc789bf85003d74b903b8bf9bccffcad8881c0df1751
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_910.jpg,ok,b44f7d7f6a3d90760a56ebed591bdc68648c89789085d72c22860d31d2653467
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_911.jpg,ok,663203f25773f7df12a6801a8769350ebc829697a062445cff134b31c11bf92e
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_912.jpg,ok,225fb4356a23019b67566b5371e32439d6a10714c4e791b6b4aa630426bac8d1
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_913.jpg,ok,1743db78365016aae1f677f1458ea7022f618f8adb846be076e5c9b732be806b
