label,path,status,sha256
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_905.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_906.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_907.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P10_0_908.jpg,ok,45d113981a1f5de48230b2255619abaeb90b6ea4a16aedeed8f4595bdb0d1733
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_109.jpg,ok,879219fbbd9466c10f27b45137909a59ca83dcfc2602a971469b412cfa2b0aae
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_110.jpg,ok,879219fbbd9466c10f27b45137909a59ca83dcfc2602a971469b412cfa2b0aae
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_121.jpg,ok,d5747945ce172f3e3f4abb918bd781bd8a6a2dd8ee9822bca70fc6554dc13064
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_122.jpg,ok,d5747945ce172f3e3f4abb918bd781bd8a6a2dd8ee9822bca70fc6554dc13064
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_168.jpg,ok,621f9ce3ddf94061f172ed40be562c4001af3553f552fdbe5251bf690493015e
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_172.jpg,ok,5ee4821af4806bbd5b86c171a5f9cf710e9b544d3907de87f9555083679b4b22
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_173.jpg,ok,5ee4821af4806bbd5b86c171a5f9cf710e9b544d3907de87f9555083679b4b22
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P2_0_179.jpg,ok,621f9ce3ddf94061f172ed40be562c4001af3553f552fdbe5251bf690493015e
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P7_0_657.jpg,ok,8260301d5542eec8fe44c735c862067d114e10d75f1fd41f088ed884aedbdd1c
0,/content/asl-static-recognition/data/raw/asl_dataset/0/P7_0_668.jpg,ok,8260301d5542eec8fe44c735c862067d114e10d75f1fd41f088ed884aedbdd1c
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P10_1_906.jpg,ok,07a119938e365c8a43a151ff49c928fde1652ee2030e9b261efcbc7aca8b9bcb
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P10_1_907.jpg,ok,07a119938e365c8a43a151ff49c928fde1652ee2030e9b261efcbc7aca8b9bcb
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P10_1_931.jpg,ok,963f44ffd4a2725a3d4649d51cd299eed9d88474540179a2ceeab546de7b531a
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P10_1_932.jpg,ok,963f44ffd4a2725a3d4649d51cd299eed9d88474540179a2ceeab546de7b531a
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P10_1_958.jpg,ok,bda31424682a69298e08743fa9806a2175dc4a69d28b630e37ee3162d1c3fee3
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P10_1_959.jpg,ok,bda31424682a69298e08743fa9806a2175dc4a69d28b630e37ee3162d1c3fee3
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_112.jpg,ok,fbc32802a6c82483e9c112b05ca95113c9b6fa41a9dcdfbd0e319c6cc094c769
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_114.jpg,ok,fbc32802a6c82483e9c112b05ca95113c9b6fa41a9dcdfbd0e319c6cc094c769
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_131.jpg,ok,cab0d325b4ef1a29320957af5e2d14417bebd5f85f62faf24476610dad767f6f
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_132.jpg,ok,cab0d325b4ef1a29320957af5e2d14417bebd5f85f62faf24476610dad767f6f
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_133.jpg,ok,230686b5fc826d7adfc830aed8f931e9613e42ad5d884d8f885f282a1ce6d1c3
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_134.jpg,ok,230686b5fc826d7adfc830aed8f931e9613e42ad5d884d8f885f282a1ce6d1c3
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_161.jpg,ok,03a3426aeb635fd1ecd6bd5bccaf2cdb6afede6ce6417dc1d4c144b79fd900d6
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_162.jpg,ok,03a3426aeb635fd1ecd6bd5bccaf2cdb6afede6ce6417dc1d4c144b79fd900d6
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_163.jpg,ok,03a3426aeb635fd1ecd6bd5bccaf2cdb6afede6ce6417dc1d4c144b79fd900d6
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_191.jpg,ok,36b3351f6d4a12cac1d561c476ad613b29927bfbca9b71fb37a2ca030a53fb37
1,/content/asl-static-recognition/data/raw/asl_dataset/1/P2_1_192.jpg,ok,36b3351f6d4a12cac1d561c476ad613b29927bfbca9b71fb37a2ca030a53fb37
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P10_2_906.jpg,ok,524bd6f4d5ddcdd59b1060da0561711a74e7497b62e37006d8fab56b4cff357d
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P10_2_907.jpg,ok,524bd6f4d5ddcdd59b1060da0561711a74e7497b62e37006d8fab56b4cff357d
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P2_2_122.jpg,ok,32ad9f3db7c140c6f68ca63016c748a0ca6c9fa8a6ef7ef51b38fe0eb4fc5803
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P2_2_123.jpg,ok,32ad9f3db7c140c6f68ca63016c748a0ca6c9fa8a6ef7ef51b38fe0eb4fc5803
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P5_2_439.jpg,ok,69a7f8386f11341f05d0cad6e5384d6465cfac9710822321a7ff06a2f9208e2a
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P5_2_440.jpg,ok,69a7f8386f11341f05d0cad6e5384d6465cfac9710822321a7ff06a2f9208e2a
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P5_2_441.jpg,ok,69a7f8386f11341f05d0cad6e5384d6465cfac9710822321a7ff06a2f9208e2a
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P5_2_473.jpg,ok,b646548775d545bbf0cf3418dd392ab4a9d4eee84c48680c32d993ce2824d602
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P5_2_474.jpg,ok,b646548775d545bbf0cf3418dd392ab4a9d4eee84c48680c32d993ce2824d602
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P6_2_503.jpg,ok,607d673d23b1a533b939c170246bfe2de05004f610d6b3304e39d01890731ecb
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P6_2_595.jpg,ok,40425570c3d25c208d0455223acfc7d1791c3eb2e6776da97689c1e91932f366
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P6_2_596.jpg,ok,607d673d23b1a533b939c170246bfe2de05004f610d6b3304e39d01890731ecb
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P6_2_599.jpg,ok,40425570c3d25c208d0455223acfc7d1791c3eb2e6776da97689c1e91932f366
2,/content/asl-static-recognition/data/raw/asl_dataset/2/P6_2_600.jpg,ok,607d673d23b1a533b939c170246bfe2de05004f610d6b3304e39d01890731ecb
3,/content/asl-static-recognition/data/raw/asl_dataset/3/P10_3_927.jpg,ok,2d19ea52352ac8921333f71d0342fd8075e597efe5d2e97c3b0a6f28cb372c77
3,/content/asl-static-recognition/data/raw/asl_dataset/3/P10_3_928.jpg,ok,2d19ea52352ac8921333f71d0342fd8075e597efe5d2e97c3b0a6f28cb372c77
3,/content/asl-static-recognition/data/raw/asl_dataset/3/P2_3_121.jpg,ok,a66573c027ca138bc21e095df1e62e67a19d4f6b8af8840c9fb6b2d1dd8a62b6
